,budget,genres,id,keywords,title,overview,popularity,production,runtime,tagline,vote_average,vote_count
67,175000000,animation  family  adventure  science fiction,15512,alien  giant robot  duringcreditsstinger,monsters vs aliens,When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day  she mysteriously grows to 49 feet 11 inches  The military jumps into action and captures Susan  secreting her away to a covert government compound  She is renamed Ginormica and placed in confinement with a ragtag group of Monsters   ,36.167578,dreamworks animation,94.0,when aliens attack  monsters fight back ,6.0,1423
68,140000000,action  science fiction  adventure,1726,middle east  arms dealer  malibu  marvel comic  superhero  based on comic book  tony stark  iron man  aftercreditsstinger  marvel cinematic universe  counter terrorism  agent coulson,iron man,After being held captive in an Afghan cave  billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil ,120.725053,marvel studios,126.0,heroes aren t born  they re built ,7.4,8776
69,170000000,adventure  drama  family,44826,library  clock  film director  key  toy  boy  love  orphan  robot  automaton  hiding  filmmaking  leg brace  doberman  3d,hugo,Hugo is an orphan boy living in the walls of a train station in 1930s Paris  He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running  The only thing that he has left that connects him to his dead father is an automaton  mechanical man  that doesn t work without a special key which Hugo needs to find to unlock the secret he believes it contains  On his adventures  he meets with a shopkeeper  George Melies  who works in the train station and his adventure seeking god daughter  Hugo finds that they have a surprising connection to his father and the automaton  and he discovers it unlocks some memories the old man has buried inside regarding his past ,32.319043,paramount pictures  infinitum nihil  gk films,126.0,one of the most legendary directors of our time takes you on an extraordinary adventure ,7.0,2141
71,145000000,adventure  action  fantasy,1735,,the mummy  tomb of the dragon emperor,Archaeologist Rick O Connell travels to China  pitting him against an emperor from the 2 000 year old Han dynasty who s returned from the dead to pursue a quest for world domination  This time  O Connell enlists the help of his wife and son to quash the so called  Dragon Emperor  and his abuse of supernatural power ,60.034162,universal pictures  china film co production corporation  relativity media  alphaville films  sommers company  the,112.0,a new evil awakens ,5.2,1387
72,175000000,action  adventure  crime  fantasy  science fiction,297761,dc comics  shared universe  anti hero  secret mission  villain  superhero  supervillain  dc extended universe,suicide squad,From DC Comics comes the Suicide Squad  an antihero team of incarcerated supervillains who act as deniable assets for the United States government  undertaking high risk black ops missions in exchange for commuted prison sentences ,90.23792,dc comics  dune entertainment  atlas entertainment  warner bros   dc entertainment,123.0,worst heroes ever,5.9,7458
73,175000000,fantasy  comedy  family,2698,father son relationship  daily life  married couple  support  father  marriage  faith  baustelle  rescue  animal  nature  duringcreditsstinger  noah s ark,evan almighty,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood ,27.082182,columbia pictures  universal pictures  spyglass entertainment  shady acres entertainment  original film  playtone  relativity media,96.0,a comedy of biblical proportions,5.3,1151
74,178000000,action  science fiction,137113,deja vu  time warp  restart  dystopia  war  alien  military officer  soldier  alien invasion  exoskeleton,edge of tomorrow,Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat  Cage is killed within minutes  managing to take an alpha alien down with him  He awakens back at the beginning of the same day and is forced to fight and die again    and again   as physical contact with the alien has thrown him into a time loop ,79.456485,village roadshow pictures  warner bros   viz media  province of british columbia production services tax credit  3 arts entertainment  ratpac dune entertainment,113.0,live  die  repeat,7.6,4858
76,175000000,adventure  action  thriller  science fiction,14869,terrorist  secret  hostage  technology  warhead  government  president  revenge  murder  attack  explosion  scientist  lasers  evil  cobra,g i  joe  the rise of cobra,From the Egyptian desert to deep below the polar ice caps  the elite G I  JOE team uses the latest in next generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos ,32.852443,paramount pictures  spyglass entertainment  di bonaventura pictures  hasbro  kontsept film company,118.0,when all else fails  they don t ,5.6,1962
77,175000000,drama  comedy  animation  family,150540,dream  cartoon  imaginary friend  animation  family  moving  kids  unicorn  duringcreditsstinger  3d  emotions,inside out,Growing up can be a bumpy road  and it s no exception for Riley  who is uprooted from her Midwest life when her father starts a new job in San Francisco  Like all of us  Riley is guided by her emotions   Joy  Fear  Anger  Disgust and Sadness  The emotions live in Headquarters  the control center inside Riley s mind  where they help advise her through everyday life  As Riley and her emotions struggle to adjust to a new life in San Francisco  turmoil ensues in Headquarters  Although Joy  Riley s main and most important emotion  tries to keep things positive  the emotions conflict on how best to navigate a new city  house and school ,128.655964,walt disney pictures  pixar animation studios,94.0,meet the little voices inside your head ,8.0,6560
79,200000000,adventure  action  science fiction,10138,malibu  marvel comic  superhero  based on comic book  revenge  aftercreditsstinger  marvel cinematic universe,iron man 2,With the world now aware of his dual life as the armored superhero Iron Man  billionaire inventor Tony Stark faces pressure from the government  the press and the public to share his technology with the military  Unwilling to let go of his invention  Stark  with Pepper Potts and James  Rhodey  Rhodes at his side  must forge new alliances   and confront powerful enemies ,77.300194,marvel studios,124.0,it s not the armor that makes the hero  but the man inside ,6.6,6849
80,170000000,adventure  fantasy  drama,58595,queen  magic  fairy tale  immortality  forest  deception  woman  eternal youth  snow white  evil queen  evil stepmother  imprisoned  sorceress,snow white and the huntsman,After the Evil Queen marries the King  she performs a violent coup in which the King is murdered and his daughter  Snow White  is taken captive  Almost a decade later  a grown Snow White is still in the clutches of the Queen  In order to obtain immortality  The Evil Queen needs the heart of Snow White  After Snow escapes the castle  the Queen sends the Huntsman to find her in the Dark Forest ,77.178973,universal pictures  roth films,127.0,the fairytale is over,5.8,3118
81,180000000,fantasy  adventure  action  family  romance,102651,fairy tale  villain  sleeping beauty  dark fantasy  based on fairy tale  adaptation  retelling  literary adaptation  3d,maleficent,The untold story of Disney s most iconic villain from the 1959 classic  Sleeping Beauty   A beautiful  pure hearted young woman  Maleficent has an idyllic life growing up in a peaceable forest kingdom  until one day when an invading army threatens the harmony of the land   Maleficent rises to be the land s fiercest protector  but she ultimately suffers a ruthless betrayal   an act that begins to turn her heart into stone  Bent on revenge  Maleficent faces an epic battle with the invading King s successor and  as a result  places a curse upon his newborn infant Aurora  As the child grows  Maleficent realizes that Aurora holds the key to peace in the kingdom   and to Maleficent s true happiness as well ,110.620647,walt disney pictures  walt disney studios motion pictures  roth films,97.0,don t believe the fairy tale ,7.0,4496
